Номенклатура,Штрихкоды,Ед.,Основной тип цен
"Дирол XXL Ассорти мятных вкусов, 19г жев. рез. б/с",7622201677404,шт,280
"Дирол XXL Арбузная свежесть, 19гр жев.рез. б/с",7622201677367,шт,300
"Дирол XXL Мята, 19гр жев. рез. б/с",7622201731854,шт,250
"Дирол Арбузно-Дынный к, 13.6гр жев.рез. б/с",46103550,шт,210
"Дирол Морозная мята, 13.6гр жев.рез. б/с",46103451,шт,210
"Дирол Уайт мята, 13.6гр жев. рез. б/с",46190369,шт,210
"Дирол отб. Со вкусом клубники, 13.6гр жев. рез. б/с",7622201429959,шт,175
"Дирол Ледяная мята, 13.6гр жев. рез. б/с",46090812,шт,230
"Дирол Тропическ коктейль, 13.6г жев. рез. б/с",46103611,шт,210
"Дирол Мята, 13.6гр жев. рез. б/с",46103499,шт,230
"Дирол Нежность мяты, 13.6г жев.рез. б/с",46078483,шт,230
"Дирол BUBBLE FRESH, 13.6гр жев.рез. б/с",46187857,шт,210
"Дирол Арбузная свежесть, 13.6гр жев. рез. б/с",46103536,шт,230
"Дирол Кокос Клубника, 13.6гр жев.рез",57027906,шт,240
"Дирол отб. Уголь с мятой, 13.6гр жев, рез. б/с",57027913,шт,240
"Дирол Kids Банан, 13.5гр жев рез. б/с",7622201410070,шт,250
"Дирол Kids Tутти Фрутти, 13.5гр жев рез. б/с",7622201718336,шт,250
Мини круассаны со вкусом какао 7DAYS 200г,5201360543205,шт,"1,235"
Мини круассаны с ванильным вкусом 7DAYS 200г,5201360543700,шт,"1,235"
Мини круассаны со вкусом варенной сгуще 7DAYS 200г,5201360543472,шт,"1,235"
Круассан со вкусом какао 7DAYS 65г.,5201360521210,шт,365
Круассан со ванильным вкусом 7DAYS 65г.,5201360523795,шт,365
Круассан со вкусом какао 7DAYS 65г.,5201360571208,шт,425
Круассан с ванильным вкусом 7DAYS 65,5201360571703,шт,400
Круассан со вкусом варенной сгущенки 7DAYS 65г.,5201360553457,шт,365
Печенье глазированное шоколадом  Milka 200г.,7622210762542,шт,"1,555"
Печенье покрытое молочным шоколадом Milka 40г,7622210858580,шт,305
Печенье с кусочками молоч шок Милка 156г,7622210954404,шт,"1,555"
"Печенье «Лила Стикс» , покрытое молочны шоколадом  Милка 112г.",7622201753207,шт,"1,140"
Милка 156гр с какао и молочным шоколадом,7622201786052,шт,"1,510"
Милка 260гр с начинкой молочным шоколадом,7622210540836,шт,"1,790"
Милка 168г печенье с кусочками молочного шоколада,7622210762511,шт,"1,510"
Милка 30г Вафли с нач какао с молочным покрытием,57030692,шт,400
Милка 120гр печенье покрытое молочным шоколадом,7622201761158,шт,"1,140"
Милка 126г Печенье в молочном шоколаде их ц/з муки хлопьями,7622210576408,шт,"1,095"
Бельвита 225г с медом и фундуком,7622210721921,шт,960
Бельвита 225г со злаковыми хлопьями,7622210721976,шт,960
Бельвита 225г с какао,7622210721952,шт,960
Бельвита 253г сэндвич печенье с цельн. злаками и йогурт начин,7622210742025,шт,"1,085"
Бельвита 253г сэндвич печенье с какао,7622210742018,шт,"1,250"
"Тук 100гр. Сметана лук, крекер",7622210575517,шт,640
"Тук 100гр. Копченые колбаски, крекер",7622210707741 7622202203565,шт,640
"Тук 100гр. Сыр, крекер",7622201751623,шт,640
"Тук 100гр. Со вкусом краба, крекер",7622201434519,шт,585
Шоколадный Барни 150гр.,7622210632050,шт,"1,415"
"Медв. Барни 30гр. Шоколадный, меда.",7622210336729,шт,260
"Барни 150гр. Банан-йогурт, медв.",7622210632043,шт,"1,415"
"Барни 30гр. Банан-йогурт, медв.",7622210195081,шт,260
"Барни 30гр. Молочный, медв.",7622210336743,шт,260
"Барни 150гр. Молочный, медв.",7622210632067,шт,"1,415"
Печенье OREO 95г с какао и начинкой шоколадного вкуса,7622210769459 7622202204166,шт,600
Печенье OREO 228г с какао и начинкой шоколадного в,7622210768131,шт,"1,300"
Печенье OREO 95г с какао и кремовой начинкой со вкус клубники,7622210694737 7622202206191,шт,565
Печенье OREO 228г с какао и кремовой начинкой клубничного вкуса,7622210700391 7622202206160,шт,"1,365"
Печенье OREO 228г с какао и кремовой начинкой ванильного вкуса,7622210309310 7622210375742,шт,"1,365"
Печенье OREO 38г с какао и кремовой начинкой ваниль вкуса,7622210309396,шт,250
Печенье OREO 95г с какао и кремовой начинкой ваниль вкуса,7622210309358 7622210653031,шт,565
Печенье OREO 154г PACMAN с какао,7622202041051,шт,"1,085"
Печенье Kremiks Сacao 70гр,487002233203 4870002233203,шт,140
Конфета Кисломикс Skittles 12*12*38 г,5000159438056,шт,325
Шоколадный батончик MARS 50гр,4011100091108,шт,390
Шоколадный батончик TWIX 82гр,5000159390729,шт,585
Шоколадный батончик TWIX 55гр,4011100977952,шт,385
Шоколадный батончик SNICERS лесной орех 81гр,5000159439480,шт,580
Шоколадный батончик SNICERS супер 80гр,4660085515163,шт,580
Шоколадный батончик SNICERS 50гр,4607065001445,шт,385
Шоколадный батончик BOUNTY 55гр,4011100977624,шт,430
Шоколадный батончик SNICERS стик 20гр,4607065736965,шт,210
"Шоколадный батончик BOUNTY 82,5гр",5000159381178,шт,645
Шоколад и фундуком 500 гр Натиже,4870003753021,шт,
Бисквит Пирож 27 гр Орео,90441028,шт,450
Бисквит Пирож 29 гр Милко,90441011,шт,460
Орешки,2500302610016,шт,"1,600"
Чак Чак Кондр 200гр,2500304110019,кг,"3,225"
Мюсли Crunchy muesli шоколадные (choco) 375 гр/12,8595564502180,шт,"1,980"
Мюсли Crunchy muesli фундук (hazelnuts) 375 гр/12,8595564502203,шт,"1,980"
Мюсли Crunchy muesli фрукты ( (fruit) 375 гр/12,8595564502227,шт,"1,980"
Мюсли Crunchy muesli клубника (strawberries) 375 гр/12,6595564503613,шт,"1,980"
ORION Choco-Pie 180 гр.,4607084351378 2500000000072,шт,730
ORION Choco-Pie 360 гр,4607084351385,шт,"1,385"
"Мини-маффины ""Kovis"" 470г*бшт (вишня)",4607001416395,шт,"1,365"
"Мини-маффины ""Kovis"" 470г*6шт (вареная сгущенка)",4607001416241,шт,"1,365"
"Мини-маффины ""Kovis"" 470г*6шт (клубника)",4607001416265,шт,"1,365"
"Мини-маффины ""Kovis"" 470г*6шт (шоколад)",4607001416289,шт,"1,365"
"Мини-маффины ""Kovis"" 470г*6шт(Ваниль)",4607001416227,шт,"1,365"
Kovis Каталонские пироги 400гр 6шт Ваниль,4607001415251,шт,"1,855"
Kovis Каталонские пироги 400гр 6шт Черн-йогурт,4607001415350,шт,"1,855"
Kovis Каталонские пироги 400гр 6шт Шоколад-карамель,4607001415268,шт,"1,855"
Kovis Каталонские пироги 400гр бшт Шок-сливки,4607001415282,шт,"1,855"
"Мини-маффины ""Kovis"" 470г*6шт (ягодный микс)",4607001416869,шт,"1,365"
"Торт бисквитный ""Baker House""Трюфель 350г*вшт",4607001415701,шт,"1,430"
"Торт бисквитный ""Baker House"" Тирамису 350г*8шт",4607001415718,шт,"1,575"
"Торт бисквитный ""Baker House"" Шварцвальд 350г 8шт",4607001415725,шт,"1,575"
"Торт бисквитный ""Baker House"" Кармельон 350г*8шт",4607001416326,шт,"1,575"
Бисквит Kinder Пирож Макси Кинг 35гр,4008400553023,шт,680
Бисквит Пирож Пингви Kinder 30гр,5024111117322,шт,490
Бисквит Пирож Пингви Kinder  с вишней 30гр,8000500338056,шт,405
Бисквит Пирож Молочный ломтик Kinder 28гр,40084725,шт,545
Вафли Зебра 40 г с мягк карамелью арахис и изюм,2500305120017,шт,135
Вафли Джумка 37 гс мягк карам и воздуш кукуруз,2500305130016,шт,130
Органические фруктовые леденцы на палочке,810165010017,шт,180
Бат прот SM For Молочный в мол шок 40г,4600452023365,шт,340
Бат прот SM For Какао  в мол шок 40г,4600452023402,шт,355
Рулет биск Яшкино Черничный 200г,2500305230013,шт,420
Рулет биск Яшкино Вишневый 200г,2500305240012,шт,420
Рулет биск Яшкино с вареной сгущенкой200г,2500305250011,шт,420
Рулет биск Яшкино Клубничный со сливками  200г,2500305260010,шт,415
Пирожные бисквитные Яшкино сослив кремом 30 г,2500305270019,шт,80
Пирожные бисквитные Яшкино с шок кремом 30 г,2500305280018,шт,80
Рулет глазир Яшкино с какао 200г,2500305290017,шт,415
Рулет глазир Яшкино с какао 200г,2500305300013,шт,415
"Кекс Яшкино 500 г  с Клубн,джемеом и сливочным  кремом",2500305310012,шт,"1,315"
Вафельные рулетики Яшкино со вкусом шоколада 160 г.,4680021887987,шт,390
Гематоген 40 г,4607015239430,шт,75
Nut N Go батончик  42 г.,4620017452317,шт,130
Nut N Go батончик  миндальный 34 г.,4620017455806,шт,230
Миндальный батончик NUT N GO  с пеканом КА.,4620017459910,шт,260
Миндальный батончик NUT N GO  с кокосом  КА.,4620017459934,шт,195
Миндальный арахис батончик NUT N GO  с арахисом пастой  КА.,4620017459590,шт,185
Миндальный арахис батончик NUT N GO  с клюквой КА.,4620017459613,шт,195
Батончик Protein NUT N GO  миндаль КА,4680167310011,шт,195
Батончик Чио Рио с начинкой в мяг.карамели 30 г.,4607109843741,шт,80
Батончик Ярче 50 г.,4607109843857,шт,120
Крекер Яшкино Французский хруст.с кунжутом 185 г.,4603290003032,шт,220
Мини- пай с яблочной начинкой голландский 180 гр,4620017457985,шт,415
